property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,price,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,pareena coban residences,sector 99a,15558.0,4,5,3+,1.0,Relatively New,1.38,2150.0,0,1,0,0,1,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,ss radiance residency,sector 12,5946.0,3,3,2,3.0,Relatively New,0.6,1178.0,0,0,0,0,0,0,44,"28.4723° N, 77.0320° E",28.4723,77.032
flat,shapoorji pallonji joyville gurugram,sector 102,6025.0,2,2,2,12.0,New Property,0.97,747.0,0,0,0,0,0,0,57,"28.4750° N, 76.9715° E",28.475,76.9715
flat,vatika sovereign next sector-82 a gurgaon,sector 82a,7106.0,4,4,3,6.0,Under Construction,2.91,3902.0,1,1,1,0,0,1,79,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,experion the heartsong,sector 108,10024.0,3,3,3+,4.0,Relatively New,1.68,1338.29,1,1,0,0,0,1,86,"28.5134° N, 76.9830° E",28.5134,76.983
flat,residency grand,sector 52,8570.0,5,5,3+,2.0,Moderately Old,5.0,5200.0,0,0,0,0,0,0,0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,emaar gurgaon greens,sector 102,8430.0,3,3,3,8.0,Relatively New,1.6,1315.0,0,0,0,0,0,0,46,"28.4750° N, 76.9715° E",28.475,76.9715
flat,godrej air,sector 85,6812.0,3,3,3,17.0,Relatively New,2.6,2129.0,0,1,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,chd avenue,sector 71,10369.0,4,4,3,8.0,Moderately Old,1.35,2127.0,0,1,0,0,0,0,26,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,shapoorji pallonji joyville gurugram,sector 102,8621.0,3,3,3,9.0,Relatively New,2.12,1852.0,0,0,0,0,0,0,72,"28.4750° N, 76.9715° E",28.475,76.9715
house,unitech uniworld resorts,sector 33,24573.0,5,6,3+,4.0,Relatively New,11.5,4680.0,0,1,0,0,0,0,84,"28.4420° N, 77.0207° E",28.442,77.0207
flat,emaar palm heights,sector 77,15909.0,3,3,3+,11.0,Relatively New,1.75,1900.0,0,1,0,0,0,0,94,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,puri emerald bay,sector 104,15380.0,3,4,3+,14.0,Relatively New,2.45,2131.0,0,1,0,0,0,1,56,"28.4788° N, 76.9960° E",28.4788,76.996
flat,antriksh heights,sector 84,6052.0,3,3,3,18.0,Relatively New,0.9,1833.0,0,1,0,1,0,0,59,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,hsiidc sidco shivalik apartments,manesar,5982.0,3,2,2,5.0,Moderately Old,0.6,1277.0,0,0,0,0,0,0,80,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,godrej nature plus,sector 33,5613.0,3,4,3+,3.0,New Property,1.62,129.42,0,1,0,0,0,0,100,"28.4420° N, 77.0207° E",28.442,77.0207
flat,rof ananda,sector 95,8621.0,1,1,1,4.0,New Property,0.25,344.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,signature global solera,sector 107,7531.0,2,2,1,9.0,Relatively New,0.36,496.0,0,0,0,0,0,0,28,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,tulip petals,sector 89,11089.0,3,2,3,4.0,New Property,1.1,1550.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,central park flower valley aqua front towers,sector 33,12918.0,3,3,3,12.0,Under Construction,1.7,1619.0,0,0,0,0,0,0,24,"28.4420° N, 77.0207° E",28.442,77.0207
flat,tulip orange,sector 70,14785.0,3,2,2,5.0,Relatively New,1.1,1350.0,0,0,0,0,0,0,0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,emaar mgf palm hills,sector 77,5038.0,3,4,3,1.0,Relatively New,1.25,1611.0,0,1,0,0,0,1,104,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,dlf the skycourt,sector 86,6405.0,3,3,1,15.0,Relatively New,1.5,1550.0,0,0,0,0,0,0,159,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,tata gurgaon gateway,sector 113,3935.0,3,3,3,8.0,Relatively New,2.45,2014.0,0,0,0,0,0,0,110,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,paras dews,sector 106,10417.0,3,4,3+,8.0,Relatively New,1.1,1186.0,0,1,0,0,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,zara aavaas,sector 104,5327.0,1,2,2,2.0,New Property,0.22,335.0,0,0,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
house,international city by sobha phase 2,sector 109,10463.0,4,4,3+,2.0,New Property,5.65,5400.0,0,1,0,0,1,1,44,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej frontier,sector 80,8408.0,3,4,2,10.0,Moderately Old,1.4,1854.0,0,0,1,1,0,0,111,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,unitech vistas,sector 70,7550.0,2,2,2,9.0,Relatively New,0.53,991.0,0,0,0,0,1,0,24,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,raheja sampada,sector 92,5323.0,3,3,0,7.0,Relatively New,0.7,1572.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,signature global city 63a,sector 63a,11854.0,2,2,2,3.0,Relatively New,1.4,1372.0,0,0,0,0,1,0,0,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,emaar gurgaon greens,sector 102,8570.0,3,3,2,7.0,Relatively New,1.45,1493.0,0,1,0,0,0,1,169,"28.4750° N, 76.9715° E",28.475,76.9715
flat,unitech vistas,sector 70,5419.0,3,4,2,11.0,Under Construction,0.99,1416.0,0,0,0,0,0,0,0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,tarc maceo,sector 91,8269.0,3,4,3+,3.0,Relatively New,1.5,1786.0,1,1,0,0,0,0,112,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,tulip monsella,sector 53,8600.0,4,4,3,21.0,Relatively New,7.4,2477.0,0,0,0,0,0,0,35,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,raheja atharva,sector 109,9838.0,3,2,2,3.0,Relatively New,0.79,1213.0,0,0,0,0,0,1,44,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,bestech park view city,sector 48,14610.0,3,4,3,3.0,Moderately Old,1.8,1951.0,1,0,0,0,0,1,76,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,godrej nature plus,sector 33,2393.0,2,2,2,15.0,New Property,1.15,103.0,0,0,0,0,0,0,38,"28.4420° N, 77.0207° E",28.442,77.0207
flat,emaar imperial gardens,sector 102,4838.0,3,3,3+,9.0,Relatively New,1.98,2222.0,0,1,0,0,0,1,72,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ambience creacions,sector 22,7910.0,4,6,3+,10.0,New Property,4.8,2778.0,0,1,0,1,0,2,49,"28.5072° N, 77.0640° E",28.5072,77.064
flat,hsiidc sidco aravali,manesar,5859.0,3,3,3+,8.0,Moderately Old,0.9,1900.0,0,1,0,0,0,0,23,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,espire south,sector 68,9565.0,2,2,2,9.0,New Property,1.32,1460.0,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,m3m merlin,sector 67,8948.0,3,3,3+,4.0,Relatively New,2.78,3107.0,0,0,0,1,0,1,157,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,spaze privy at,sector 84,9768.0,3,3,3,7.0,Relatively New,1.35,1750.0,0,0,0,1,0,0,90,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,tulip violet,sector 69,2691.0,3,3,1,12.0,Relatively New,1.32,1419.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,godrej air,sector 85,6408.0,3,3,2,27.0,Relatively New,1.75,1825.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tarc maceo,sector 91,5714.0,2,2,3+,8.0,Moderately Old,0.96,1271.0,0,0,0,0,0,1,85,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,ansal housing highland park,sector 103,4117.0,2,2,2,9.0,Relatively New,0.8,1361.0,0,0,0,0,0,0,0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,greenopolis,sector 89,5396.0,3,3,3+,1.0,New Property,1.3,2122.0,0,1,0,0,0,0,35,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,professors enclave cghs,sector 56,5238.0,3,3,2,6.0,Old Property,1.54,1920.0,0,1,0,1,0,1,104,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,puri emerald bay,sector 104,7466.0,3,3,3+,14.0,Relatively New,2.49,2217.0,0,1,0,0,0,1,129,"28.4788° N, 76.9960° E",28.4788,76.996
flat,proxima tower,sector 37c,4307.0,2,2,3,5.0,Under Construction,0.6,1180.0,1,0,0,1,0,0,55,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,unitech fresco,sector 50,8533.0,3,3,3+,14.0,Moderately Old,1.82,1830.0,0,0,0,0,1,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,paras dews,sector 106,15456.0,4,5,3+,7.0,Relatively New,1.34,1535.0,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,karmyogi apartment,sector 10a,10483.0,6,4,2,6.0,Moderately Old,2.3,3951.0,0,0,0,0,0,0,0,"28.4469° N, 77.0106° E",28.4469,77.0106
flat,m3m woodshire,sector 107,14250.0,4,5,3+,9.0,Relatively New,1.7,2505.0,0,1,0,0,0,0,79,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,experion windchants,sector 112,8612.0,3,3,2,14.0,Relatively New,3.4,2225.56,0,0,0,0,0,1,159,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,signature global solera 2,sector 107,10914.0,2,2,2,9.0,New Property,0.37,615.0,0,0,0,0,0,0,23,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,huda ashok vihar phase,sector 4,6342.0,2,2,1,2.0,Relatively New,0.43,722.0,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sare crescent parc royal greens phase 1,sector 92,16458.0,3,2,2,15.0,New Property,0.79,1175.0,0,0,0,0,0,0,25,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf regency park,sector 28,8042.0,2,2,2,11.0,New Property,1.91,1278.0,0,0,0,0,0,2,98,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,dlf belvedere towers,sector 25,5719.0,4,4,3,18.0,Old Property,3.7,2333.0,0,1,0,0,0,1,26,"28.4844° N, 77.0860° E",28.4844,77.086
flat,vatika city,sector 49,4931.0,4,5,3,7.0,Moderately Old,3.6,3356.0,0,1,0,1,0,2,15,"28.4121° N, 77.0480° E",28.4121,77.048
flat,vatika gurgaon,sector 83,3954.0,2,2,2,19.0,Relatively New,0.75,1150.0,0,0,0,0,1,1,105,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,godrej aria,sector 79,9140.0,3,4,3+,6.0,New Property,1.7,1659.0,0,1,0,0,0,0,81,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,central park 2 bellevue,sector 48,11062.0,3,4,3+,3.0,Moderately Old,2.75,2574.0,0,0,0,0,0,0,32,"28.4177° N, 77.0359° E",28.4177,77.0359
house,international city by sobha phase 1,sector 109,24280.0,4,5,2,2.0,Relatively New,5.9,2430.0,0,1,0,0,0,1,111,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,shapoorji pallonji joyville,sector 102,5238.0,2,2,1,7.0,Relatively New,1.1,915.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ss the coralwood,sector 84,14595.0,3,3,2,18.0,Relatively New,1.01,1475.0,0,0,0,0,0,0,40,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sbtl caladium,sector 109,4746.0,4,5,3,10.0,Relatively New,1.88,2765.0,0,0,0,0,0,0,110,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej oasis,sector 88a,11738.0,3,3,3,5.0,New Property,1.29,1642.0,1,0,0,0,1,0,65,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,parsvnath exotica,sector 53,5263.0,3,4,3+,8.0,Relatively New,5.0,2500.0,0,1,0,1,1,1,49,"28.4433° N, 77.0948° E",28.4433,77.0948
house,suncity avenue 76,sector 76,10067.0,2,2,2,11.0,New Property,0.75,745.0,0,0,0,0,0,0,40,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,bptp terra,sector 37d,12225.0,3,3,3+,10.0,Relatively New,1.72,1983.0,0,1,0,0,0,0,31,"28.4478° N, 76.9703° E",28.4478,76.9703
house,signature global city,sector 37d,8089.0,3,3,3,4.0,Relatively New,1.27,1570.0,0,0,0,1,0,0,89,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sare crescent parc,sector 92,5774.0,2,2,2,2.0,Relatively New,0.5,905.0,0,0,0,0,1,0,72,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,chd avenue,sector 71,6708.0,3,3,3,0.0,Moderately Old,0.98,1466.0,1,0,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,m3m heights,sector 65,5412.0,2,2,3,8.0,New Property,2.1,1015.0,0,0,0,0,0,0,31,"28.4030° N, 77.0690° E",28.403,77.069
flat,palam vihar extension west zone rwa,sector 2,4854.0,1,1,1,1.0,Moderately Old,0.2,556.0,0,0,0,0,1,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,bestech park view sanskruti,sector 92,8374.0,3,4,3,16.0,Relatively New,1.55,1805.0,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf regal gardens,sector 90,6852.0,4,4,3+,15.0,Moderately Old,1.7,2005.0,0,1,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,experion the heartsong,sector 108,3129.0,4,4,3+,3.0,Relatively New,2.08,2631.0,0,1,0,0,0,0,126,"28.5134° N, 76.9830° E",28.5134,76.983
flat,emaar mgf emerald floors premier,sector 65,19510.0,4,4,3+,2.0,Relatively New,2.79,2194.0,1,1,0,0,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,emaar mgf the palm drive,sector 66,6170.0,3,4,3+,2.0,Moderately Old,3.98,6451.0,0,1,0,0,0,1,123,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,landmark the residency,sector 103,8072.0,2,2,2,1.0,Relatively New,0.9,1222.0,0,0,0,0,0,0,44,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,microtek greenburg,sector 86,11384.0,2,2,3,10.0,Relatively New,1.3,1339.0,1,0,0,0,0,0,38,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,the close south,sector 50,8037.0,3,4,3+,4.0,Old Property,3.25,2819.0,0,1,0,0,0,1,135,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,dlf the primus,sector 82a,8511.0,3,3,3+,16.0,Relatively New,2.2,1893.0,0,1,0,0,0,2,174,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,m3m skycity,sector 65,15500.0,3,3,3,15.0,New Property,3.5,2282.0,1,1,0,1,0,1,166,"28.4030° N, 77.0690° E",28.403,77.069
flat,ireo skyon,sector 60,14723.0,2,3,2,4.0,Relatively New,2.5,1403.0,1,0,0,0,0,0,100,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,rose apartment,sector 28,6985.0,3,5,3+,8.0,Old Property,3.0,2590.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,emaar imperial gardens,sector 102,13271.0,3,3,3+,9.0,Relatively New,1.98,2222.0,0,1,0,0,0,1,72,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m capital,sector 113,13969.0,2,2,0,7.0,New Property,1.83,1310.0,0,0,0,0,0,0,68,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,"new colony, gurgaon",sector 7,4211.0,3,2,1,4.0,Relatively New,0.8,1100.0,0,0,0,0,0,1,69,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,bestech park view grand spa,sector 81,8767.0,4,5,3+,4.0,Relatively New,3.3,3070.0,1,1,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,dlf the primus,sector 82a,7184.0,3,3,3,15.0,Moderately Old,1.85,1677.0,0,0,0,0,1,0,38,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,orris aster court premier,sector 85,8457.0,3,4,2,6.0,Relatively New,1.25,1616.0,0,1,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,lotus elise,sector 99,4687.0,2,3,3,7.0,Relatively New,0.95,1611.0,0,1,0,0,0,0,0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,assotech blith,sector 99,9615.0,2,2,2,2.0,New Property,1.15,1235.0,0,0,0,0,1,1,72,"28.4640° N, 76.9614° E",28.464,76.9614
flat,emaar mgf emerald floors premier,sector 65,8788.0,4,4,0,0.0,Relatively New,2.9,2194.0,0,0,1,0,0,0,50,"28.4030° N, 77.0690° E",28.403,77.069
house,ansal heights,sector 92,9793.0,4,4,3+,3.0,Relatively New,2.75,5000.0,1,0,0,1,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,tata primanti,sector 72,10600.0,3,3,3,2.0,Moderately Old,3.25,2986.0,0,1,0,0,0,0,94,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,unitech south park,sector 70,14377.0,3,3,2,1.0,Relatively New,1.13,1457.0,0,0,0,0,0,0,46,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,tulip violet,sector 69,10922.0,3,3,2,0.0,Relatively New,1.6,1428.0,0,0,0,1,0,0,166,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bptp amstoria,sector 102,6667.0,3,3,3+,1.0,Relatively New,1.9,2500.0,0,1,0,0,0,0,174,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip violet,sector 69,7166.0,4,4,2,10.0,Relatively New,1.78,1819.0,0,0,0,1,0,1,156,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m golfestate,sector 65,9650.0,3,3,2,12.0,Moderately Old,7.0,4278.0,0,0,1,0,0,0,60,"28.4030° N, 77.0690° E",28.403,77.069
flat,ss the leaf,sector 85,8582.0,4,5,3+,9.0,Relatively New,2.1,2545.0,0,0,0,0,0,1,67,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,signature global solera,sector 107,11617.0,3,2,2,9.0,Relatively New,0.51,717.0,0,0,0,0,1,0,15,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,signature global city 92,sector 92,11504.0,2,2,3,2.0,Relatively New,0.78,846.0,0,0,0,0,1,0,24,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shree vardhman flora,sector 90,5682.0,2,2,3,6.0,Relatively New,0.65,1222.0,1,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,bestech park view sanskruti,sector 92,8205.0,3,4,3+,10.0,Relatively New,1.6,1615.0,0,1,0,0,1,1,174,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ramprastha the edge towers,sector 37d,9699.0,3,3,3+,13.0,Moderately Old,1.0,1602.0,0,0,0,0,0,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,shree vardhman victoria,sector 70,11450.0,3,4,3,5.0,Relatively New,1.65,1527.0,0,1,0,0,1,1,49,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,umang monsoon breeze,sector 78,8998.0,3,3,3,9.0,Moderately Old,1.15,1969.0,0,1,0,0,1,0,22,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,vatika lifestyle homes,sector 83,6933.0,3,2,2,2.0,Moderately Old,1.04,1500.0,0,0,0,0,0,0,95,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,pyramid urban homes 2,sector 86,8503.0,2,2,2,6.0,Old Property,0.5,573.0,0,0,0,0,0,0,15,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,tulip violet,sector 69,8558.0,4,4,2,7.0,Relatively New,1.68,1819.0,0,0,0,0,0,0,127,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf regal gardens,sector 90,10652.0,3,3,3,7.0,Relatively New,1.29,1540.0,1,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,raheja vedaanta,sector 108,14430.0,2,2,2,0.0,Relatively New,1.0,2060.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,parsvnath green ville,sector 48,12775.0,4,5,3,1.0,Moderately Old,2.5,2167.0,0,0,0,0,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,mapsko mount ville,sector 79,7865.0,3,3,0,12.0,Relatively New,1.65,1815.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,shree vardhman flora,sector 90,6680.0,4,5,2,9.0,Relatively New,1.3,2134.0,1,1,0,0,0,0,110,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,m3m heights,sector 65,8453.0,2,2,3,16.0,Under Construction,1.95,1141.0,0,0,0,0,0,0,44,"28.4030° N, 77.0690° E",28.403,77.069
flat,central park resorts,sector 48,19201.0,4,5,3+,2.0,Relatively New,11.25,4422.0,0,1,0,1,0,0,45,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,emaar mgf emerald floors premier,sector 65,9474.0,3,3,3,1.0,Relatively New,2.0,1833.0,0,1,0,0,0,1,124,"28.4030° N, 77.0690° E",28.403,77.069
flat,vatika gurgaon,sector 83,11200.0,3,3,2,17.0,Moderately Old,1.12,1500.0,0,0,0,0,0,1,111,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,tulip violet,sector 69,11074.0,3,3,2,1.0,Relatively New,1.65,1578.0,0,0,0,0,0,1,69,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ireo victory valley,sector 67,5897.0,3,3,3+,16.0,Relatively New,2.87,2095.0,0,1,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,pioneer park,sector 61,7715.0,3,3,3,15.0,Relatively New,2.1,1592.0,0,0,0,0,0,1,49,"28.4050° N, 77.0963° E",28.405,77.0963
flat,m3m skywalk,sector 74,4666.0,2,2,1,8.0,New Property,1.5,1556.0,0,0,0,0,0,0,16,"28.4158° N, 77.0118° E",28.4158,77.0118
house,sushant lok 1 builder floors,sector 43,28841.0,8,8,3,3.0,Moderately Old,10.85,3762.0,1,1,1,1,0,2,160,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,bptp terra,sector 37d,3650.0,3,3,3,9.0,Relatively New,1.45,1639.0,0,0,0,0,0,0,107,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,signature the roselia,sector 95,8836.0,2,2,2,12.0,New Property,0.41,670.0,1,0,0,0,0,1,90,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,.,gwal pahari,7636.0,4,4,3+,6.0,Relatively New,7.0,5430.0,0,1,0,0,0,0,52,"28.4484° N, 77.0210° E",28.4484,77.021
flat,ireo the corridors,sector 67a,5991.0,3,3,2,4.0,New Property,1.62,1346.0,0,0,1,0,0,1,142,"28.3960° N, 77.0372° E",28.396,77.0372
flat,godrej air,sector 85,1474.0,2,2,3,23.0,Relatively New,1.4,1400.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sidhartha ncr greens,sector 95,6342.0,2,2,2,14.0,Relatively New,0.6,974.0,1,0,0,0,0,0,31,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,chd avenue,sector 71,8669.0,3,3,2,1.0,Moderately Old,1.4,1958.0,0,0,0,1,0,1,125,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,bestech park view residency,sector 2,7684.0,3,3,3+,8.0,Moderately Old,1.4,1611.0,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
flat,vatika emilia floors,sector 83,8746.0,2,2,2,1.0,Relatively New,0.6,990.0,0,0,0,0,0,1,167,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,vatika boulevard residences and heights,sector 83,4105.0,3,3,2,2.0,Relatively New,1.42,1972.0,0,0,0,0,0,1,113,"28.3986° N, 76.9647° E",28.3986,76.9647
house,international city by sobha phase 2,sector 109,10035.0,5,7,3+,3.0,Relatively New,6.25,6228.0,1,1,1,1,0,0,147,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vatika the seven lamps,sector 82,7002.0,2,2,2,14.0,Relatively New,0.89,1202.0,1,0,0,0,0,1,129,"28.3935° N, 76.9600° E",28.3935,76.96
flat,conscient elevate,sector 59,15261.0,4,4,2,10.0,New Property,6.75,2567.0,0,1,0,0,0,0,31,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,dlf carlton estate,sector 43,6645.0,3,3,2,5.0,Moderately Old,2.0,1273.0,0,0,0,0,0,0,65,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,smart world orchard,sector 61,6645.0,2,2,2,1.0,Under Construction,1.65,1333.0,1,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sobha city,sector 108,4857.0,3,3,2,19.0,New Property,2.5,1480.0,0,0,0,0,0,0,166,"28.5134° N, 76.9830° E",28.5134,76.983
flat,bptp freedom park life,sector 57,4320.0,3,3,3,9.0,Moderately Old,2.5,2036.0,0,0,0,0,0,0,55,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,raheja sampada,sector 92,5556.0,3,2,3,6.0,Relatively New,0.65,1240.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
house,dlf gardencity enclave,sector 93,11285.0,3,2,1,3.0,Relatively New,1.3,1152.0,0,0,0,0,0,0,50,"28.4153° N, 76.9326° E",28.4153,76.9326
flat,satya element one,sector 49,5284.0,1,2,2,2.0,Moderately Old,0.94,746.0,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ireo skyon,sector 60,8461.0,4,5,3,10.0,Relatively New,3.7,2534.0,0,1,0,0,0,1,165,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,dlf royalton tower,sector 43,13271.0,4,5,2,8.0,Relatively New,6.5,2661.0,0,1,0,0,0,0,15,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,tarc maceo,sector 91,4458.0,2,2,2,13.0,Relatively New,0.9,1186.0,0,0,0,0,0,2,67,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,shree vardhman flora,sector 90,5613.0,2,2,3,9.0,New Property,0.7,1350.0,1,0,0,0,0,0,60,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,experion windchants,sector 112,6104.0,3,5,3+,4.0,Relatively New,4.75,3405.0,0,1,0,0,0,1,42,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,signature andour heights,sector 71,7075.0,2,2,1,5.0,Relatively New,0.6,557.0,0,0,0,1,0,0,59,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,whiteland blissville,sector 76,7143.0,3,3,2,2.0,New Property,1.92,1672.0,0,0,0,0,0,0,61,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,signature global synera,sector 81,10235.0,2,2,1,14.0,Relatively New,0.48,547.0,0,0,0,0,0,1,14,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bestech park view ananda,sector 81,10000.0,2,2,3,8.0,New Property,0.9,1231.0,0,0,0,0,1,0,60,"28.3867° N, 76.9485° E",28.3867,76.9485
