property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,price,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,dlf park place,sector 54,6184.0,3,4,3,12.0,Relatively New,5.75,9298.0,0,1,0,0,0,2,174,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,ats marigold,sector 89,6388.0,3,3,3,2.0,New Property,1.5,1944.0,0,0,0,0,1,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,corona optus,sector 37c,8671.0,3,4,3+,14.0,New Property,1.5,2134.0,0,1,0,0,1,0,83,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,viridian the plaza 106,sector 106,8394.0,1,1,1,18.0,New Property,0.46,778.0,0,0,0,0,0,0,104,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,mapsko mount ville,sector 79,11574.0,3,4,3+,11.0,Relatively New,1.5,1416.0,0,1,0,0,0,1,144,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sapphire eighty three,sector 83,7361.0,1,1,0,6.0,Relatively New,0.65,700.0,0,0,0,0,0,0,0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,m3m golfestate,sector 65,4345.0,3,3,3,10.0,Relatively New,4.95,2816.0,0,1,0,0,0,1,82,"28.4030° N, 77.0690° E",28.403,77.069
flat,vipul world floors,sector 48,7028.0,4,5,3+,4.0,New Property,4.3,3444.0,1,1,0,1,0,0,88,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf new town heights,sector 90,10309.0,3,3,3+,8.0,Moderately Old,1.2,2144.0,0,1,0,1,0,0,59,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ats tourmaline,sector 109,6422.0,3,3,3,4.0,New Property,1.75,1466.0,0,0,0,0,0,0,31,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,orchid petals,sector 49,6030.0,3,3,3,2.0,Old Property,1.95,1633.0,0,0,0,0,0,1,90,"28.4121° N, 77.0480° E",28.4121,77.048
flat,pivotal devaan,sector 84,6387.0,2,2,1,10.0,Relatively New,0.35,531.0,0,0,1,0,0,0,103,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,mapsko royale ville,sector 82,10026.0,3,4,2,15.0,Relatively New,1.15,1620.0,0,1,0,1,0,1,104,"28.3935° N, 76.9600° E",28.3935,76.96
flat,umang winter hills,sector 77,12346.0,3,4,3+,9.0,Relatively New,1.1,1829.0,0,1,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,tata primanti,sector 72,15294.0,4,4,3+,0.0,Relatively New,6.5,3846.0,1,1,0,1,0,0,67,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,spaze privvy the address,sector 93,8519.0,3,4,2,12.0,Relatively New,1.45,1350.0,0,0,0,0,0,1,96,"28.4153° N, 76.9326° E",28.4153,76.9326
flat,ats triumph,sector 104,4370.0,4,5,3+,27.0,Relatively New,4.45,7222.0,0,0,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
flat,cghs hewo apartments,sector 31,14253.0,2,2,2,2.0,Old Property,1.25,1200.0,0,0,0,0,0,0,28,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,supertech araville,sector 79,7801.0,3,3,3,1.0,Relatively New,1.1,2167.0,0,0,0,0,0,1,106,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet,sector 69,11868.0,3,4,2,0.0,Relatively New,1.76,1674.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,tulip violet,sector 69,7559.0,3,3,1,12.0,Relatively New,1.4,1376.0,0,0,0,1,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,emaar gurgaon greens,sector 102,6646.0,3,3,3,10.0,Relatively New,1.49,1315.0,0,0,0,0,0,1,159,"28.4750° N, 76.9715° E",28.475,76.9715
flat,imperia the esfera,sector 37c,11000.0,3,4,3,9.0,Relatively New,1.1,1899.0,1,1,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,sbtl caladium,sector 109,5536.0,4,4,3,8.0,Relatively New,1.9,2765.0,0,1,0,0,0,0,151,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,la vida by tata housing,sector 113,10148.0,3,2,2,3.0,Relatively New,1.65,1420.0,0,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,godrej,sector 79,16005.0,2,2,3,4.0,New Property,1.29,1423.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,umang winter hills,sector 77,7252.0,2,2,2,6.0,Relatively New,0.71,1057.0,1,0,0,0,0,0,108,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,hsiidc sidco shivalik apartments,manesar,8459.0,3,3,3+,2.0,Moderately Old,0.73,1705.0,0,1,0,0,0,0,80,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,smart world gems,sector 89,2300.0,2,2,2,1.0,New Property,0.95,804.0,1,0,0,0,0,0,122,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,godrej aria,sector 79,7432.0,3,3,2,7.0,Relatively New,1.69,1795.0,0,0,0,0,0,0,112,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,chintels paradiso,sector 109,18997.0,4,4,2,11.0,Relatively New,1.97,2380.0,0,1,0,1,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
house,uppal southend,sector 49,15278.0,6,6,3,3.0,Moderately Old,4.4,2880.0,1,1,1,1,0,2,110,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sidhartha ncr one phase,sector 95,12647.0,2,2,2,6.0,Relatively New,0.43,1300.0,0,0,0,0,0,0,120,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,signature global solera,sector 107,7912.0,2,2,2,8.0,Relatively New,0.36,608.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,tulip lemon,sector 69,15464.0,2,1,1,11.0,Relatively New,0.6,584.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf new town heights,sector 86,4345.0,3,4,3,19.0,Relatively New,1.27,1800.0,0,1,0,1,0,0,126,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,puri diplomatic greens,sector 111,12877.0,3,4,3+,19.0,Relatively New,2.65,2005.0,1,1,1,1,0,1,65,"28.5238° N, 77.0320° E",28.5238,77.032
flat,signature global solera,sector 107,8459.0,2,2,2,6.0,Relatively New,0.28,543.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,ss the leaf,sector 85,12348.0,4,4,3+,3.0,Relatively New,2.03,2225.0,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,bptp terra,sector 37d,6701.0,4,3,3,7.0,Relatively New,1.95,1650.0,0,0,0,0,0,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,adani m2k oyster grande,sector 102,6111.0,3,4,3,9.0,Relatively New,1.95,2334.0,1,1,0,0,0,1,83,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sare crescent parc,sector 92,5111.0,4,5,3+,14.0,Moderately Old,0.92,1895.0,0,0,0,0,0,1,131,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo skyon,sector 60,8206.0,4,5,3,15.0,Relatively New,3.75,2534.0,0,1,0,0,0,0,167,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,m3m ikonic,sector 68,6758.0,3,3,3+,27.0,Relatively New,1.78,1845.0,0,0,0,0,0,1,126,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,emaar mgf palm hills,sector 77,6968.0,3,4,3,3.0,Relatively New,1.25,1310.0,1,1,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,indiabulls enigma,sector 110,5000.0,4,4,3,17.0,New Property,4.0,3350.0,0,0,0,0,0,0,59,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,rof ananda,sector 95,5831.0,1,1,1,9.0,Relatively New,0.2,407.0,0,0,0,1,0,0,52,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,dlf new town heights,sector 86,2769.0,4,4,3+,12.0,Moderately Old,1.55,2038.0,0,1,0,1,0,1,120,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sare crescent parc,sector 92,5056.0,4,5,3+,14.0,Relatively New,0.9,1692.0,0,1,0,0,1,0,62,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,mapsko casa bella,sector 82,14665.0,4,5,3+,20.0,Relatively New,1.38,2294.0,0,1,0,0,0,0,79,"28.3935° N, 76.9600° E",28.3935,76.96
flat,smart world orchard,sector 61,4586.0,3,3,2,4.0,New Property,2.2,1721.0,0,0,0,0,0,0,152,"28.4050° N, 77.0963° E",28.405,77.0963
flat,umang monsoon breeze,sector 78,6215.0,3,4,3,8.0,Moderately Old,0.88,1668.0,0,1,0,1,0,0,111,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,corona optus,sector 37c,13924.0,3,3,3+,2.0,Relatively New,1.43,1845.0,1,1,0,0,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,emaar mgf palm terraces select,sector 66,9021.0,4,4,3+,2.0,Relatively New,3.4,2210.0,0,1,0,0,0,1,157,"28.3925° N, 77.0541° E",28.3925,77.0541
house,satya the legend,sector 57,16577.0,5,5,3+,4.0,Relatively New,9.25,5580.0,1,1,1,1,0,1,160,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,la vida by tata housing,sector 113,7496.0,2,2,2,3.0,Relatively New,1.32,1199.0,0,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,elan the presidential,sector 106,3671.0,3,3,0,20.0,Relatively New,3.9,2450.0,0,0,0,0,0,0,66,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,umang winter hills,sector 77,9852.0,3,3,3,10.0,Relatively New,1.4,1735.0,0,0,0,0,0,0,28,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,raheja navodaya,sector 92,8758.0,3,2,3,0.0,Relatively New,1.1,2350.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf new town heights,sector 90,8531.0,3,3,3+,9.0,Relatively New,1.15,1747.0,0,1,0,1,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,city heights,sector 39,5396.0,3,4,3,3.0,Old Property,1.75,2222.0,0,1,0,0,0,2,42,"28.4434° N, 77.0515° E",28.4434,77.0515
house,vatika the seven lamps,sector 82,6598.0,4,4,3+,16.0,Moderately Old,1.6,2425.0,0,1,0,0,0,0,94,"28.3935° N, 76.9600° E",28.3935,76.96
flat,pareena mi casa,sector 68,2051.0,2,2,3,8.0,New Property,1.15,1127.0,0,0,0,0,0,0,49,"28.3853° N, 77.0484° E",28.3853,77.0484
house,vatika india next,sector 82,20062.0,4,3,0,2.0,New Property,6.5,3240.0,0,0,0,0,0,0,0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,unitech vistas,sector 70,7626.0,2,2,2,9.0,Relatively New,0.53,991.0,0,0,0,0,1,0,24,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,emaar mgf emerald floors,sector 65,4651.0,4,3,2,1.0,Relatively New,3.2,3150.0,0,1,0,0,0,0,0,"28.4030° N, 77.0690° E",28.403,77.069
flat,ansal heights 86,sector 86,9286.0,4,6,2,11.0,New Property,1.3,2521.0,0,1,0,0,1,0,86,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,shree vardhman victoria,sector 70,7196.0,3,5,3,8.0,Relatively New,1.64,1527.0,0,1,0,0,0,0,126,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,hero homes,sector 104,5477.0,2,2,2,22.0,Relatively New,1.2,877.0,0,0,0,0,0,0,30,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ireo the corridors,sector 67a,5537.0,3,4,3,4.0,New Property,1.85,1941.0,1,0,1,0,0,1,150,"28.3960° N, 77.0372° E",28.396,77.0372
flat,ss,sector 85,10261.0,2,2,3,4.0,Relatively New,1.18,1630.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,signature global city,sector 37d,8183.0,3,3,3,4.0,Relatively New,1.0,1250.0,0,0,0,0,0,0,49,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sare crescent parc,sector 92,6188.0,4,4,3,9.0,Relatively New,1.0,2093.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,suncity heights,sector 54,12621.0,3,3,3+,0.0,Old Property,3.25,2558.0,0,0,0,1,0,1,120,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,tulip violet,sector 69,14286.0,4,4,1,12.0,Relatively New,1.75,1783.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,landmark the residency,sector 103,5220.0,2,2,2,1.0,Relatively New,0.9,1222.0,0,0,0,0,0,0,44,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,kendriya vihar,sector 56,8788.0,1,1,1,1.0,Old Property,0.58,672.0,0,0,0,0,0,0,77,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,tulip ivory,sector 70,13870.0,6,7,3+,0.0,Relatively New,5.0,5333.0,1,1,0,0,0,0,119,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,bestech park view residency,sector 2,19874.0,2,2,3,1.0,Moderately Old,0.95,1281.0,0,0,0,0,0,1,82,"28.5095° N, 77.0320° E",28.5095,77.032
flat,tulip monsella,sector 53,19364.0,3,3,3+,1.0,Relatively New,5.6,2617.0,0,0,0,0,0,0,42,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,vatika sovereign park,sector 99,5500.0,4,4,0,5.0,New Property,3.2,3225.0,0,0,0,0,0,0,23,"28.4640° N, 76.9614° E",28.464,76.9614
flat,emaar mgf the palm drive,sector 66,10596.0,3,3,2,4.0,Relatively New,3.5,2200.0,1,0,0,0,0,0,89,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,paras dews,sector 106,6531.0,4,5,3+,11.0,Relatively New,1.32,1535.0,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,parsvnath green ville,sector 48,6587.0,3,3,3,13.0,Old Property,1.6,1700.0,0,0,0,0,1,1,119,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,swarn jayanti cghs,sector 54,6049.0,4,3,3+,3.0,Old Property,1.75,1900.0,0,0,0,0,1,1,26,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,ild greens,sector 37c,15544.0,3,3,3,0.0,Under Construction,0.9,1500.0,0,0,0,0,0,0,66,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,indiabulls centrum park,sector 103,6824.0,4,6,3+,7.0,Relatively New,2.14,2718.0,0,1,0,0,0,0,142,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,dhoot time residency,sector 63,9641.0,3,4,3+,8.0,Moderately Old,2.2,1554.0,1,0,0,0,0,1,61,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,puri diplomatic greens,sector 111,7750.0,4,5,3+,12.0,Relatively New,3.7,2650.0,0,1,0,0,0,1,158,"28.5238° N, 77.0320° E",28.5238,77.032
flat,krrish florence estate,sector 70,5039.0,3,3,3,17.0,Under Construction,1.3,1865.0,0,0,0,0,0,1,61,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,dlf regal gardens,sector 90,14173.0,3,3,3,6.0,Relatively New,1.26,1603.0,0,0,0,0,1,1,28,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,bestech park view ananda,sector 81,14423.0,3,3,3+,8.0,Old Property,1.35,1989.0,0,0,0,0,0,0,114,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,godrej summit,sector 104,10000.0,2,2,3,6.0,Relatively New,0.75,1148.0,0,0,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,dhoot time residency,sector 63,9585.0,3,3,3+,14.0,Relatively New,3.0,3130.0,0,1,0,0,0,1,0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,m3m merlin,sector 67,11954.0,3,3,3,0.0,Relatively New,2.9,2426.0,0,0,0,0,1,1,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,indiabulls centrum park,sector 103,10894.0,3,4,3+,10.0,Relatively New,1.9,3716.0,1,1,0,1,1,1,49,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,the close north,sector 50,6141.0,3,3,3+,3.0,Moderately Old,2.7,2357.0,0,1,0,0,0,0,117,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,antriksh heights,sector 84,7634.0,3,3,3+,12.0,Relatively New,0.9,1525.0,0,0,0,0,0,0,166,"28.3979° N, 76.9736° E",28.3979,76.9736
house,nul,sector 25,33404.0,9,9,3+,3.0,Old Property,9.5,2844.0,0,0,0,0,1,0,81,"28.4844° N, 77.0860° E",28.4844,77.086
flat,signature global city 37d ph 2,sector 37d,9394.0,3,3,1,2.0,Relatively New,1.1,1500.0,0,0,0,1,0,0,30,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,smart world orchard,sector 61,13973.0,2,2,2,4.0,New Property,1.47,1278.0,1,0,0,0,0,0,31,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ss the coralwood,sector 84,4179.0,3,3,2,9.0,Relatively New,1.1,1584.0,0,0,0,0,0,0,75,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ireo skyon,sector 60,14377.0,4,5,3,24.0,Relatively New,3.6,2604.0,0,1,0,0,0,1,49,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,chd avenue,sector 71,19958.0,2,2,0,5.0,Moderately Old,0.95,1200.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,shapoorji pallonji joyville gurugram,sector 102,8355.0,2,2,3,7.0,Relatively New,1.26,1100.0,0,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m golfestate,sector 65,12000.0,4,4,3,13.0,Moderately Old,13.2,12222.0,0,1,0,0,0,0,60,"28.4030° N, 77.0690° E",28.403,77.069
flat,godrej air,sector 85,9789.0,2,2,3,30.0,Relatively New,1.3,1130.0,0,0,0,0,0,0,111,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,zara aavaas,sector 104,6250.0,1,2,2,2.0,New Property,0.22,335.0,0,0,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
flat,signature andour heights,sector 71,11504.0,1,1,2,1.0,New Property,0.39,294.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,experion windchants,sector 112,5405.0,4,6,3+,8.0,Relatively New,5.6,3655.35,0,1,0,0,0,1,168,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sbtl caladium,sector 109,6250.0,3,3,3+,10.0,Relatively New,1.8,2000.0,0,0,0,0,0,0,174,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,bptp mansions park prime,sector 66,8648.0,4,4,3,6.0,Relatively New,2.7,2501.0,0,1,0,0,1,0,13,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,ats kocoon,sector 109,6255.0,3,3,3,10.0,Relatively New,1.6,1550.0,0,0,0,0,0,0,86,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,shree vardhman victoria,sector 70,10375.0,3,5,3,0.0,New Property,1.8,2167.0,0,0,0,0,0,0,72,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,tulip violet,sector 69,8516.0,3,3,1,12.0,Relatively New,1.4,1419.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,pyramid urban,sector 67a,6243.0,2,2,2,0.0,Relatively New,0.56,778.0,0,0,0,0,1,0,49,"28.3960° N, 77.0372° E",28.396,77.0372
house,central park flower valley cerise floors,sector 33,11157.0,2,2,2,4.0,New Property,1.35,1210.0,1,0,0,0,0,2,107,"28.4420° N, 77.0207° E",28.442,77.0207
flat,the close north,sector 50,6659.0,3,3,3+,14.0,Old Property,3.0,2357.0,0,1,0,0,0,1,121,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,chd avenue,sector 71,11178.0,3,4,3,0.0,Moderately Old,1.12,1631.0,0,1,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,emaar mgf the palm drive,sector 66,8140.0,3,4,3,9.0,Relatively New,3.4,4177.0,0,1,1,0,0,1,96,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,m3m merlin,sector 67,13573.0,3,4,3,17.0,Relatively New,3.4,2134.0,0,1,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,afnhb jalvayu vihar,sector 30,6660.0,3,3,2,2.0,Old Property,1.3,1401.0,0,0,0,0,0,0,19,"28.4604° N, 77.0579° E",28.4604,77.0579
house,sector 14 rwa,sector 14,16990.0,3,3,2,4.0,Moderately Old,5.51,3249.0,0,0,0,0,0,0,14,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,unitech uniworld city,sector 30,6538.0,3,5,3+,16.0,Old Property,3.55,2367.0,0,1,0,0,0,1,141,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,unitech sunbreeze,sector 69,14259.0,2,2,2,4.0,Under Construction,0.75,991.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,raheja vedas,sector 108,19889.0,3,4,3+,12.0,Relatively New,2.15,4600.0,1,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,godrej air,sector 85,10532.0,2,2,1,15.0,Relatively New,1.05,97.0,0,0,0,0,0,0,45,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,the lions cghs,sector 56,6897.0,4,4,3,8.0,Relatively New,2.0,2253.0,0,0,0,0,1,1,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,beverley park 1,sector 43,7787.0,4,5,3,9.0,Moderately Old,8.44,5000.0,0,1,0,0,0,2,117,"28.4629° N, 77.0772° E",28.4629,77.0772
house,central park flower valley,sector 33,9350.0,2,2,3,2.0,Relatively New,1.15,1400.0,1,0,0,0,0,1,71,"28.4420° N, 77.0207° E",28.442,77.0207
flat,vatika gurgaon,sector 83,8255.0,3,3,3,3.0,Relatively New,1.05,1618.0,0,0,1,0,0,0,79,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,orchid petals,sector 49,10723.0,3,3,3,0.0,Relatively New,2.09,1633.0,0,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
flat,imperia the esfera,sector 37c,5219.0,2,3,3+,9.0,New Property,0.87,1428.0,1,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,ss the leaf,sector 85,10046.0,4,5,3+,4.0,Relatively New,2.2,2390.0,0,1,0,1,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,park view apartment,sector 56,8928.0,3,3,3+,2.0,Old Property,1.74,2400.0,0,1,0,1,0,1,104,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,om apartment dayanand colony,sector 5,10833.0,1,1,1,3.0,Relatively New,0.26,648.0,0,0,0,0,0,0,14,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,maxworth city residences,sector 10a,8841.0,2,2,3,9.0,New Property,0.9,1086.0,0,0,0,0,1,0,52,"28.4469° N, 77.0106° E",28.4469,77.0106
flat,vatika lifestyle homes,sector 83,10487.0,3,2,1,6.0,Relatively New,1.25,1654.0,1,1,1,1,0,2,174,"28.3986° N, 76.9647° E",28.3986,76.9647
house,dlf city plots,sector 26,42054.0,6,6,3,2.0,Relatively New,19.0,4518.0,1,1,0,0,0,1,121,"28.4757° N, 77.1032° E",28.4757,77.1032
house,indiabulls centrum park,sector 103,8125.0,4,3,3+,20.0,Relatively New,3.25,4000.0,0,0,0,0,0,0,51,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,raheja navodaya,sector 92,4751.0,2,2,2,5.0,New Property,0.63,1498.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,apex builders,sector 37c,5600.0,2,2,2,4.0,Relatively New,0.42,833.0,0,0,0,0,0,0,42,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,tulip violet,sector 69,9434.0,4,4,2,1.0,Relatively New,1.7,1819.0,0,0,0,0,0,0,126,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m heights,sector 65,8887.0,3,3,3,33.0,New Property,3.29,3702.0,0,0,0,0,0,0,49,"28.4030° N, 77.0690° E",28.403,77.069
flat,apna enclave,sector 3,5014.0,2,2,2,2.0,Old Property,0.55,900.0,0,0,0,0,0,0,66,"28.4909° N, 77.0176° E",28.4909,77.0176
house,vatika india next,sector 82,20988.0,4,4,3+,3.0,Relatively New,6.8,3240.0,0,1,0,0,0,2,110,"28.3935° N, 76.9600° E",28.3935,76.96
flat,raheja vedaanta,sector 108,12500.0,3,3,3,3.0,Relatively New,0.95,1649.0,0,0,0,0,1,0,95,"28.5134° N, 76.9830° E",28.5134,76.983
flat,kw royal court,sector 39,14567.0,5,4,3,9.0,Old Property,2.0,3556.0,0,1,0,0,0,2,49,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,shapoorji pallonji joyville gurugram,sector 102,13118.0,3,3,3+,1.0,Relatively New,1.75,1465.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip violet,sector 69,6381.0,3,3,2,5.0,Relatively New,1.55,1428.0,0,0,0,1,0,0,99,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m woodshire,sector 107,5422.0,2,2,3+,3.0,Relatively New,0.88,1236.0,0,0,0,0,0,0,99,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,emaar palm gardens,sector 83,7501.0,3,3,3,4.0,Relatively New,1.72,1600.0,0,1,0,0,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,dlf the ultima,sector 81,7221.0,3,3,3+,11.0,Relatively New,2.25,1600.0,1,1,0,1,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,m3m the marina,sector 68,12255.0,2,2,3,21.0,Relatively New,1.0,889.0,0,0,0,0,0,0,31,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,tulip violet,sector 69,6751.0,3,3,2,0.0,Relatively New,1.6,1428.0,0,0,0,1,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,signature global solera,sector 107,5421.0,2,2,2,3.0,Relatively New,0.29,543.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,mapsko casa bella,sector 82,8968.0,3,3,3,5.0,Moderately Old,0.86,1234.0,1,0,0,0,0,1,120,"28.3935° N, 76.9600° E",28.3935,76.96
flat,mapsko casa bella,sector 82,7550.0,4,5,3+,1.0,Relatively New,1.75,2535.0,0,0,0,0,0,0,54,"28.3935° N, 76.9600° E",28.3935,76.96
house,emaar mgf marbella,sector 66,41608.0,4,4,3+,3.0,Relatively New,8.8,2115.0,0,1,1,1,0,0,107,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,bajrang apartments,sector 6,5837.0,2,2,2,1.0,Moderately Old,0.38,944.0,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
house,vatika signature villas,sector 82,15432.0,4,4,3+,3.0,Relatively New,5.0,3240.0,0,1,1,1,0,0,24,"28.3935° N, 76.9600° E",28.3935,76.96
flat,antriksh heights,sector 84,7587.0,3,3,3,8.0,Relatively New,0.89,1833.0,0,0,0,1,0,0,67,"28.3979° N, 76.9736° E",28.3979,76.9736
